id,type,class
7654,LIVING,3_closed@2@3
7655,SLEEPING,3_closed@2@1
7656,STORAGE,3_closed@2@1
7657,EXTERIOR,3_closed@3@1
7658,ROOM,3_closed@3@1
7659,LIVING,3_closed@2@3
7660,CORRIDOR,3_closed@1@4
7661,KITCHEN,3_closed@2@1
7662,CORRIDOR,3_closed@0@2
7663,BATH,3_closed@2@2
7664,CHILDREN,3_closed@1@1
7665,SLEEPING,3_closed@1@3
7666,STORAGE,3_closed@2@1
7667,WORKING,3_closed@2@1
7668,CORRIDOR,3_closed@0@4
7669,LIVING,3_closed@1@1
7670,TOILET,3_closed@1@1
7671,KITCHEN,3_closed@1@1
7672,ROOM,3_closed@1@3
7673,STORAGE,3_closed@2@1
7674,CHILDREN,3_closed@2@1
7675,CORRIDOR,3_closed@0@4
7676,LIVING,3_closed@1@1
7677,TOILET,3_closed@1@1
7678,KITCHEN,3_closed@1@1
7679,TOILET,3_closed@1@1
7680,CORRIDOR,3_closed@0@5
7681,KITCHEN,3_closed@1@1
7682,LIVING,3_closed@1@3
7683,SLEEPING,3_closed@1@2
7684,SLEEPING,3_closed@1@1
7685,EXTERIOR,3_closed@2@1
7686,ROOM,3_closed@2@1
7687,LIVING,3_closed@1@3
7688,TOILET,3_closed@1@1
7689,CORRIDOR,3_closed@0@3
7690,KITCHEN,3_closed@2@1
7691,CHILDREN,3_closed@1@1
7692,KITCHEN,3_closed@1@2
7693,LIVING,3_closed@1@3
7694,CORRIDOR,3_closed@0@6
7695,KITCHEN,3_closed@1@1
7696,BATH,3_closed@1@1
7697,SLEEPING,3_closed@1@1
7698,CHILDREN,3_closed@1@1
7699,EXTERIOR,3_closed@2@1
7700,CORRIDOR,3_closed@1@6
7701,BATH,3_closed@2@1
7702,ROOM,3_closed@2@2
7703,KITCHEN,3_closed@2@2
7704,CORRIDOR,3_closed@0@1
7705,SLEEPING,3_closed@2@1
7706,CHILDREN,3_closed@2@1
7707,KITCHEN,3_closed@1@2
7708,ROOM,3_closed@1@2
7709,CORRIDOR,3_closed@0@7
7710,KITCHEN,3_closed@1@1
7711,BATH,3_closed@1@1
7712,SLEEPING,3_closed@1@1
7713,CHILDREN,3_closed@1@1
7714,STORAGE,3_closed@1@1
7715,TOILET,3_closed@1@1
7716,CORRIDOR,3_closed@0@6
7717,CORRIDOR,3_closed@2@1
7718,CORRIDOR,3_closed@1@2
7719,KITCHEN,3_closed@1@2
7720,ROOM,3_closed@2@1
7721,SLEEPING,3_closed@1@1
7722,CHILDREN,3_closed@1@1
7723,STORAGE,3_closed@1@1
7724,CORRIDOR,3_closed@1@1
7725,CORRIDOR,3_closed@0@4
7726,SLEEPING,3_closed@1@3
7727,TOILET,3_closed@2@1
7728,KITCHEN,3_closed@2@1
7729,SLEEPING,3_closed@1@1
7730,CHILDREN,3_closed@1@1
7731,ROOM,3_closed@1@3
7732,CORRIDOR,3_closed@0@4
7733,KITCHEN,3_closed@1@1
7734,TOILET,3_closed@1@1
7735,STORAGE,3_closed@2@1
7736,CHILDREN,3_closed@2@1
7737,LIVING,3_closed@1@2
7738,EXTERIOR,3_closed@2@1
7739,CORRIDOR,3_closed@1@1
7740,CORRIDOR,3_closed@0@3
7741,BATH,3_closed@2@1
7742,CORRIDOR,3_closed@1@7
7743,KITCHEN,3_closed@1@2
7744,LIVING,3_closed@2@3
7745,SLEEPING,3_closed@2@2
7746,SLEEPING,3_closed@2@1
7747,STORAGE,3_closed@2@1
7748,EXTERIOR,3_closed@3@1
7749,CORRIDOR,3_closed@1@6
7750,SLEEPING,3_closed@2@1
7751,BATH,3_closed@2@1
7752,CORRIDOR,3_closed@0@1
7753,KITCHEN,3_closed@2@2
7754,LIVING,3_closed@2@3
7755,SLEEPING,3_closed@2@1
7756,EXTERIOR,3_closed@3@1
7757,SLEEPING,3_closed@2@1
7758,ROOM,3_closed@1@3
7759,TOILET,3_closed@1@1
7760,CORRIDOR,3_closed@0@4
7761,KITCHEN,3_closed@2@1
7762,SLEEPING,3_closed@1@1
7763,STORAGE,3_closed@1@1
7764,CORRIDOR,3_closed@1@1
7765,CORRIDOR,3_closed@0@5
7766,ROOM,3_closed@1@3
7767,TOILET,3_closed@2@1
7768,KITCHEN,3_closed@2@1
7769,SLEEPING,3_closed@1@1
7770,CHILDREN,3_closed@1@1
7771,STORAGE,3_closed@1@1
7772,TOILET,3_closed@2@1
7773,LIVING,3_closed@1@4
7774,CORRIDOR,3_closed@0@4
7775,KITCHEN,3_closed@2@1
7776,SLEEPING,3_closed@1@1
7777,CHILDREN,3_closed@1@1
7778,STORAGE,3_closed@1@1
7779,EXTERIOR,3_closed@2@1
7780,ROOM,3_closed@2@1
7781,LIVING,3_closed@1@4
7782,TOILET,3_closed@1@1
7783,CORRIDOR,3_closed@0@3
7784,KITCHEN,3_closed@2@1
7785,CHILDREN,3_closed@1@1
7786,EXTERIOR,3_closed@2@1
7787,TOILET,3_closed@1@1
7788,CORRIDOR,3_closed@0@6
7789,KITCHEN,3_closed@1@1
7790,LIVING,3_closed@1@3
7791,SLEEPING,3_closed@1@2
7792,CHILDREN,3_closed@1@1
7793,STORAGE,3_closed@1@1
7794,EXTERIOR,3_closed@2@1
7795,SLEEPING,3_closed@2@1
7796,ROOM,3_closed@1@3
7797,TOILET,3_closed@1@1
7798,CORRIDOR,3_closed@0@4
7799,KITCHEN,3_closed@2@1
7800,CHILDREN,3_closed@1@1
7801,STORAGE,3_closed@1@1
7802,TOILET,3_closed@1@1
7803,CORRIDOR,3_closed@0@6
7804,CORRIDOR,3_closed@2@1
7805,CORRIDOR,3_closed@1@2
7806,KITCHEN,3_closed@1@2
7807,LIVING,3_closed@2@2
7808,SLEEPING,3_closed@1@1
7809,CHILDREN,3_closed@1@1
7810,STORAGE,3_closed@1@1
7811,EXTERIOR,3_closed@3@1
7812,TOILET,3_closed@1@1
7813,CORRIDOR,3_closed@0@6
7814,KITCHEN,3_closed@1@1
7815,LIVING,3_closed@1@3
7816,SLEEPING,3_closed@1@2
7817,SLEEPING,3_closed@1@1
7818,STORAGE,3_closed@1@1
7819,EXTERIOR,3_closed@2@1
7820,BATH,3_closed@1@1
7821,CORRIDOR,3_closed@0@5
7822,LIVING,3_closed@1@1
7823,KITCHEN,3_closed@1@1
7824,SLEEPING,3_closed@1@1
7825,CHILDREN,3_closed@1@1
7826,LIVING,3_closed@3@1
7827,LIVING,3_closed@2@4
7828,CORRIDOR,3_closed@1@4
7829,KITCHEN,3_closed@2@1
7830,CORRIDOR,3_closed@0@3
7831,BATH,3_closed@2@2
7832,CHILDREN,3_closed@1@1
7833,STORAGE,3_closed@1@1
7834,EXTERIOR,3_closed@3@1
7835,CORRIDOR,3_closed@0@1
7836,CORRIDOR,3_closed@1@4
7837,EXTERIOR,3_closed@4@1
7838,KITCHEN,3_closed@3@2
7839,ROOM,3_closed@2@3
7840,BATH,3_closed@3@1
7841,SLEEPING,3_closed@2@1
7842,CHILDREN,3_closed@2@1
7843,CORRIDOR,3_closed@1@1
7844,CORRIDOR,3_closed@0@3
7845,BATH,3_closed@2@1
7846,CORRIDOR,3_closed@1@7
7847,KITCHEN,3_closed@1@2
7848,LIVING,3_closed@2@3
7849,SLEEPING,3_closed@2@2
7850,CHILDREN,3_closed@2@1
7851,STORAGE,3_closed@2@1
7852,EXTERIOR,3_closed@3@1
7853,TOILET,3_closed@1@1
7854,CORRIDOR,3_closed@0@5
7855,KITCHEN,3_closed@1@1
7856,LIVING,3_closed@1@2
7857,SLEEPING,3_closed@1@2
7858,CHILDREN,3_closed@1@1
7859,CORRIDOR,3_closed@1@6
7860,SLEEPING,3_closed@2@1
7861,BATH,3_closed@2@1
7862,CORRIDOR,3_closed@0@2
7863,KITCHEN,3_closed@1@2
7864,LIVING,3_closed@2@1
7865,SLEEPING,3_closed@2@1
7866,KITCHEN,3_closed@1@2
7867,LIVING,3_closed@1@3
7868,CORRIDOR,3_closed@0@7
7869,KITCHEN,3_closed@1@1
7870,BATH,3_closed@1@1
7871,SLEEPING,3_closed@1@1
7872,CHILDREN,3_closed@1@1
7873,STORAGE,3_closed@1@1
7874,EXTERIOR,3_closed@2@1
7875,CORRIDOR,3_closed@0@1
7876,CORRIDOR,3_closed@1@5
7877,EXTERIOR,3_closed@4@1
7878,KITCHEN,3_closed@3@2
7879,ROOM,3_closed@2@3
7880,BATH,3_closed@3@1
7881,SLEEPING,3_closed@2@1
7882,CHILDREN,3_closed@2@1
7883,STORAGE,3_closed@2@1
7884,CORRIDOR,3_closed@0@5
7885,SLEEPING,3_closed@1@2
7886,CHILDREN,3_closed@1@1
7887,BATH,3_closed@1@2
7888,LIVING,3_closed@1@3
7889,KITCHEN,3_closed@1@2
7890,EXTERIOR,3_closed@2@1
7891,TOILET,3_closed@1@1
7892,CORRIDOR,3_closed@0@6
7893,KITCHEN,3_closed@1@1
7894,LIVING,3_closed@1@2
7895,SLEEPING,3_closed@1@2
7896,SLEEPING,3_closed@1@1
7897,STORAGE,3_closed@1@1
7898,CORRIDOR,3_closed@1@6
7899,BATH,3_closed@2@1
7900,SLEEPING,3_closed@2@2
7901,KITCHEN,3_closed@2@2
7902,CORRIDOR,3_closed@0@1
7903,SLEEPING,3_closed@2@1
7904,CHILDREN,3_closed@2@1
7905,ROOM,3_closed@1@3
7906,STORAGE,3_closed@2@1
7907,WORKING,3_closed@2@1
7908,CORRIDOR,3_closed@0@4
7909,SLEEPING,3_closed@1@1
7910,TOILET,3_closed@1@1
7911,KITCHEN,3_closed@1@1
7912,TOILET,3_closed@1@1
7913,CORRIDOR,3_closed@0@6
7914,ROOM,3_closed@1@2
7915,KITCHEN,3_closed@1@2
7916,SLEEPING,3_closed@1@1
7917,CHILDREN,3_closed@1@1
7918,STORAGE,3_closed@1@1
7919,TOILET,3_closed@1@1
7920,CORRIDOR,3_closed@0@5
7921,CORRIDOR,3_closed@2@1
7922,CORRIDOR,3_closed@1@2
7923,KITCHEN,3_closed@1@2
7924,ROOM,3_closed@2@1
7925,SLEEPING,3_closed@1@1
7926,CHILDREN,3_closed@1@1
7927,LIVING,3_closed@2@1
7928,LIVING,3_closed@1@3
7929,TOILET,3_closed@1@1
7930,CORRIDOR,3_closed@0@3
7931,KITCHEN,3_closed@2@1
7932,CHILDREN,3_closed@1@1
7933,TOILET,3_closed@1@1
7934,CORRIDOR,3_closed@0@5
7935,SLEEPING,3_closed@1@2
7936,KITCHEN,3_closed@1@2
7937,SLEEPING,3_closed@1@1
7938,CHILDREN,3_closed@1@1
7939,SLEEPING,3_closed@3@1
7940,ROOM,3_closed@2@3
7941,CORRIDOR,3_closed@1@4
7942,KITCHEN,3_closed@2@1
7943,CORRIDOR,3_closed@0@3
7944,BATH,3_closed@2@2
7945,CHILDREN,3_closed@1@1
7946,STORAGE,3_closed@1@1
7947,ROOM,3_closed@2@1
7948,LIVING,3_closed@1@4
7949,TOILET,3_closed@1@1
7950,CORRIDOR,3_closed@0@4
7951,KITCHEN,3_closed@2@1
7952,CHILDREN,3_closed@1@1
7953,STORAGE,3_closed@1@1
7954,EXTERIOR,3_closed@2@1
7955,EXTERIOR,3_closed@2@1
7956,LIVING,3_closed@1@3
7957,CORRIDOR,3_closed@0@6
7958,SLEEPING,3_closed@1@1
7959,BATH,3_closed@1@1
7960,CORRIDOR,3_closed@1@1
7961,KITCHEN,3_closed@1@2
7962,SLEEPING,3_closed@1@1
7963,SLEEPING,3_closed@3@1
7964,ROOM,3_closed@2@3
7965,CORRIDOR,3_closed@1@4
7966,BATH,3_closed@2@1
7967,CORRIDOR,3_closed@0@2
7968,KITCHEN,3_closed@2@2
7969,SLEEPING,3_closed@1@1
7970,TOILET,3_closed@1@1
7971,CORRIDOR,3_closed@0@6
7972,SLEEPING,3_closed@1@2
7973,KITCHEN,3_closed@1@2
7974,SLEEPING,3_closed@1@1
7975,CHILDREN,3_closed@1@1
7976,STORAGE,3_closed@1@1
7977,TOILET,3_closed@1@1
7978,CORRIDOR,3_closed@0@6
7979,KITCHEN,3_closed@1@1
7980,LIVING,3_closed@1@2
7981,SLEEPING,3_closed@1@2
7982,CHILDREN,3_closed@1@1
7983,STORAGE,3_closed@1@1
7984,TOILET,3_closed@1@1
7985,CORRIDOR,3_closed@0@6
7986,CORRIDOR,3_closed@2@1
7987,CORRIDOR,3_closed@1@2
7988,KITCHEN,3_closed@1@2
7989,SLEEPING,3_closed@2@1
7990,SLEEPING,3_closed@1@1
7991,CHILDREN,3_closed@1@1
7992,STORAGE,3_closed@1@1
7993,SLEEPING,3_closed@2@1
7994,ROOM,3_closed@1@3
7995,TOILET,3_closed@1@1
7996,CORRIDOR,3_closed@0@3
7997,KITCHEN,3_closed@2@1
7998,SLEEPING,3_closed@1@1
7999,BATH,3_closed@2@1
8000,SLEEPING,3_closed@1@2
8001,CORRIDOR,3_closed@0@6
8002,LIVING,3_closed@1@2
8003,KITCHEN,3_closed@1@2
8004,TOILET,3_closed@2@1
8005,BATH,3_closed@1@2
8006,KITCHEN,3_closed@2@1
8007,SLEEPING,3_closed@1@1
8008,STORAGE,3_closed@1@1
8009,EXTERIOR,3_closed@2@1
8010,TOILET,3_closed@2@1
8011,ROOM,3_closed@1@3
8012,CORRIDOR,3_closed@0@4
8013,KITCHEN,3_closed@2@1
8014,SLEEPING,3_closed@1@1
8015,CHILDREN,3_closed@1@1
8016,STORAGE,3_closed@1@1
8017,CORRIDOR,3_closed@0@6
8018,TOILET,3_closed@1@1
8019,CORRIDOR,3_closed@1@1
8020,KITCHEN,3_closed@1@2
8021,SLEEPING,3_closed@2@1
8022,SLEEPING,3_closed@1@1
8023,CHILDREN,3_closed@1@1
8024,STORAGE,3_closed@1@1
8025,ROOM,3_closed@3@1
8026,LIVING,3_closed@2@3
8027,CORRIDOR,3_closed@1@4
8028,KITCHEN,3_closed@2@1
8029,CORRIDOR,3_closed@0@2
8030,BATH,3_closed@2@2
8031,SLEEPING,3_closed@1@1
8032,TOILET,3_closed@2@1
8033,ROOM,3_closed@1@3
8034,CORRIDOR,3_closed@0@3
8035,KITCHEN,3_closed@2@1
8036,SLEEPING,3_closed@1@1
8037,CHILDREN,3_closed@1@1
8038,TOILET,3_closed@1@1
8039,CORRIDOR,3_closed@0@6
8040,CORRIDOR,3_closed@2@1
8041,CORRIDOR,3_closed@1@2
8042,KITCHEN,3_closed@1@2
8043,ROOM,3_closed@2@1
8044,SLEEPING,3_closed@1@1
8045,CHILDREN,3_closed@1@1
8046,STORAGE,3_closed@1@1
8047,CORRIDOR,3_closed@1@6
8048,BATH,3_closed@2@1
8049,LIVING,3_closed@2@2
8050,KITCHEN,3_closed@2@2
8051,CORRIDOR,3_closed@0@1
8052,SLEEPING,3_closed@2@1
8053,CHILDREN,3_closed@2@1
8054,EXTERIOR,3_closed@2@1
8055,LIVING,3_closed@1@3
8056,CORRIDOR,3_closed@0@6
8057,SLEEPING,3_closed@1@1
8058,BATH,3_closed@1@1
8059,CORRIDOR,3_closed@1@1
8060,KITCHEN,3_closed@1@2
8061,CHILDREN,3_closed@1@1
8062,SLEEPING,3_closed@1@3
8063,CORRIDOR,3_closed@0@4
8064,KITCHEN,3_closed@1@1
8065,TOILET,3_closed@1@1
8066,STORAGE,3_closed@2@1
8067,WORKING,3_closed@2@1
8068,LIVING,3_closed@1@2
8069,EXTERIOR,3_closed@2@1
8070,CORRIDOR,3_closed@1@1
8071,CORRIDOR,3_closed@0@5
8072,LIVING,3_closed@1@3
8073,TOILET,3_closed@2@1
8074,KITCHEN,3_closed@2@1
8075,SLEEPING,3_closed@1@1
8076,CHILDREN,3_closed@1@1
8077,STORAGE,3_closed@1@1
8078,TOILET,3_closed@2@1
8079,ROOM,3_closed@1@3
8080,CORRIDOR,3_closed@0@4
8081,KITCHEN,3_closed@2@1
8082,SLEEPING,3_closed@1@1
8083,CHILDREN,3_closed@1@1
8084,STORAGE,3_closed@1@1
8085,CORRIDOR,3_closed@1@7
8086,SLEEPING,3_closed@2@1
8087,BATH,3_closed@2@1
8088,CORRIDOR,3_closed@0@2
8089,KITCHEN,3_closed@1@2
8090,LIVING,3_closed@2@2
8091,CHILDREN,3_closed@2@1
8092,STORAGE,3_closed@2@1
8093,EXTERIOR,3_closed@3@1
8094,TOILET,3_closed@1@1
8095,CORRIDOR,3_closed@0@6
8096,KITCHEN,3_closed@1@1
8097,LIVING,3_closed@1@2
8098,LIVING,3_closed@1@2
8099,CHILDREN,3_closed@1@1
8100,STORAGE,3_closed@1@1
8101,SLEEPING,3_closed@2@1
8102,SLEEPING,3_closed@1@3
8103,TOILET,3_closed@1@1
8104,CORRIDOR,3_closed@0@3
8105,KITCHEN,3_closed@2@1
8106,SLEEPING,3_closed@1@1
8107,KITCHEN,3_closed@1@2
8108,ROOM,3_closed@1@2
8109,CORRIDOR,3_closed@0@6
8110,KITCHEN,3_closed@1@1
8111,BATH,3_closed@1@1
8112,SLEEPING,3_closed@1@1
8113,CHILDREN,3_closed@1@1
8114,BATH,3_closed@2@1
8115,SLEEPING,3_closed@1@3
8116,CORRIDOR,3_closed@0@5
8117,CORRIDOR,3_closed@1@1
8118,LIVING,3_closed@1@3
8119,KITCHEN,3_closed@2@1
8120,CHILDREN,3_closed@1@1
8121,STORAGE,3_closed@1@1
8122,SLEEPING,3_closed@3@1
8123,SLEEPING,3_closed@2@3
8124,CORRIDOR,3_closed@1@4
8125,KITCHEN,3_closed@2@1
8126,CORRIDOR,3_closed@0@3
8127,BATH,3_closed@2@2
8128,CHILDREN,3_closed@1@1
8129,STORAGE,3_closed@1@1
8130,SLEEPING,3_closed@2@1
8131,ROOM,3_closed@1@3
8132,TOILET,3_closed@1@1
8133,CORRIDOR,3_closed@0@3
8134,KITCHEN,3_closed@2@1
8135,SLEEPING,3_closed@1@1
8136,SLEEPING,3_closed@1@3
8137,STORAGE,3_closed@2@1
8138,WORKING,3_closed@2@1
8139,CORRIDOR,3_closed@0@4
8140,LIVING,3_closed@1@2
8141,TOILET,3_closed@1@1
8142,KITCHEN,3_closed@1@1
8143,EXTERIOR,3_closed@2@1
8144,CORRIDOR,3_closed@1@6
8145,BATH,3_closed@2@1
8146,SLEEPING,3_closed@2@1
8147,CORRIDOR,3_closed@1@1
8148,CORRIDOR,3_closed@0@2
8149,KITCHEN,3_closed@2@1
8150,LIVING,3_closed@2@1
8151,SLEEPING,3_closed@2@1
8152,TOILET,3_closed@1@1
8153,CORRIDOR,3_closed@0@5
8154,KITCHEN,3_closed@1@1
8155,LIVING,3_closed@1@3
8156,SLEEPING,3_closed@1@2
8157,CHILDREN,3_closed@1@1
8158,EXTERIOR,3_closed@2@1
8159,CORRIDOR,3_closed@1@5
8160,BATH,3_closed@2@1
8161,CORRIDOR,3_closed@0@2
8162,LIVING,3_closed@2@2
8163,KITCHEN,3_closed@1@2
8164,SLEEPING,3_closed@3@1
8165,CHILDREN,3_closed@2@1
8166,LIVING,3_closed@2@1
8167,LIVING,3_closed@1@4
8168,TOILET,3_closed@1@1
8169,CORRIDOR,3_closed@0@3
8170,KITCHEN,3_closed@2@1
8171,SLEEPING,3_closed@1@1
8172,EXTERIOR,3_closed@2@1
8173,CORRIDOR,3_closed@1@1
8174,CORRIDOR,3_closed@0@6
8175,SLEEPING,3_closed@1@1
8176,LIVING,3_closed@1@1
8177,BATH,3_closed@1@1
8178,KITCHEN,3_closed@1@1
8179,SLEEPING,3_closed@1@1
8180,ROOM,3_closed@3@1
8181,LIVING,3_closed@2@3
8182,CORRIDOR,3_closed@1@4
8183,KITCHEN,3_closed@2@1
8184,CORRIDOR,3_closed@0@3
8185,BATH,3_closed@2@2
8186,SLEEPING,3_closed@1@1
8187,STORAGE,3_closed@1@1
8188,TOILET,3_closed@1@1
8189,CORRIDOR,3_closed@0@5
8190,CORRIDOR,3_closed@2@1
8191,CORRIDOR,3_closed@1@2
8192,KITCHEN,3_closed@1@2
8193,ROOM,3_closed@2@1
8194,SLEEPING,3_closed@1@1
8195,CHILDREN,3_closed@1@1
8196,LIVING,3_closed@1@4
8197,CORRIDOR,3_closed@0@4
8198,KITCHEN,3_closed@1@1
8199,TOILET,3_closed@1@1
8200,STORAGE,3_closed@2@1
8201,WORKING,3_closed@2@1
8202,LIVING,3_closed@1@1
8203,EXTERIOR,3_closed@2@1
8204,CORRIDOR,3_closed@1@1
8205,CORRIDOR,3_closed@0@4
8206,LIVING,3_closed@1@3
8207,TOILET,3_closed@2@1
8208,KITCHEN,3_closed@2@1
8209,SLEEPING,3_closed@1@1
8210,CHILDREN,3_closed@1@1
8211,TOILET,3_closed@1@1
8212,CORRIDOR,3_closed@0@6
8213,KITCHEN,3_closed@1@1
8214,LIVING,3_closed@1@3
8215,SLEEPING,3_closed@1@2
8216,SLEEPING,3_closed@1@1
8217,STORAGE,3_closed@1@1
8218,EXTERIOR,3_closed@2@1
8219,CORRIDOR,3_closed@1@6
8220,BATH,3_closed@2@1
8221,CORRIDOR,3_closed@0@2
8222,LIVING,3_closed@2@3
8223,KITCHEN,3_closed@1@2
8224,SLEEPING,3_closed@3@1
8225,SLEEPING,3_closed@2@1
8226,STORAGE,3_closed@2@1
8227,EXTERIOR,3_closed@3@1
8228,CORRIDOR,3_closed@1@6
8229,BATH,3_closed@2@1
8230,SLEEPING,3_closed@2@1
8231,CORRIDOR,3_closed@1@1
8232,CORRIDOR,3_closed@0@2
8233,KITCHEN,3_closed@2@1
8234,LIVING,3_closed@2@1
8235,CHILDREN,3_closed@2@1
8236,SLEEPING,3_closed@1@3
8237,STORAGE,3_closed@2@1
8238,WORKING,3_closed@2@1
8239,CORRIDOR,3_closed@0@4
8240,LIVING,3_closed@1@2
8241,TOILET,3_closed@1@1
8242,KITCHEN,3_closed@1@1
8243,EXTERIOR,3_closed@2@1
8244,BATH,3_closed@2@1
8245,SLEEPING,3_closed@1@3
8246,CORRIDOR,3_closed@0@4
8247,CORRIDOR,3_closed@1@1
8248,LIVING,3_closed@1@4
8249,KITCHEN,3_closed@2@1
8250,CHILDREN,3_closed@1@1
8251,EXTERIOR,3_closed@2@1
8252,CORRIDOR,3_closed@1@7
8253,BATH,3_closed@2@1
8254,LIVING,3_closed@2@3
8255,KITCHEN,3_closed@2@2
8256,CORRIDOR,3_closed@0@1
8257,SLEEPING,3_closed@2@1
8258,CHILDREN,3_closed@2@1
8259,STORAGE,3_closed@2@1
8260,EXTERIOR,3_closed@3@1
8261,CORRIDOR,3_closed@0@6
8262,TOILET,3_closed@1@1
8263,CORRIDOR,3_closed@1@1
8264,KITCHEN,3_closed@1@2
8265,ROOM,3_closed@2@1
8266,SLEEPING,3_closed@1@1
8267,CHILDREN,3_closed@1@1
8268,STORAGE,3_closed@1@1
8269,CORRIDOR,3_closed@1@1
8270,CORRIDOR,3_closed@0@4
8271,LIVING,3_closed@1@3
8272,TOILET,3_closed@2@1
8273,KITCHEN,3_closed@2@1
8274,SLEEPING,3_closed@1@1
8275,CHILDREN,3_closed@1@1
8276,BATH,3_closed@2@1
8277,SLEEPING,3_closed@1@3
8278,CORRIDOR,3_closed@0@5
8279,CORRIDOR,3_closed@1@2
8280,LIVING,3_closed@1@2
8281,KITCHEN,3_closed@2@1
8282,SLEEPING,3_closed@1@1
8283,STORAGE,3_closed@1@1
8284,LIVING,3_closed@2@1
8285,LIVING,3_closed@1@4
8286,TOILET,3_closed@1@1
8287,CORRIDOR,3_closed@0@4
8288,KITCHEN,3_closed@2@1
8289,CHILDREN,3_closed@1@1
8290,STORAGE,3_closed@1@1
8291,EXTERIOR,3_closed@2@1
8292,TOILET,3_closed@1@1
8293,CORRIDOR,3_closed@0@6
8294,KITCHEN,3_closed@1@1
8295,LIVING,3_closed@1@2
8296,ROOM,3_closed@1@2
8297,CHILDREN,3_closed@1@1
8298,STORAGE,3_closed@1@1
8299,CORRIDOR,3_closed@0@6
8300,SLEEPING,3_closed@1@2
8301,CHILDREN,3_closed@1@1
8302,BATH,3_closed@1@2
8303,LIVING,3_closed@1@3
8304,KITCHEN,3_closed@1@2
8305,STORAGE,3_closed@1@1
8306,EXTERIOR,3_closed@2@1
8307,CORRIDOR,3_closed@1@6
8308,BATH,3_closed@2@1
8309,ROOM,3_closed@2@2
8310,KITCHEN,3_closed@2@2
8311,CORRIDOR,3_closed@0@1
8312,SLEEPING,3_closed@2@1
8313,CHILDREN,3_closed@2@1
8314,TOILET,3_closed@1@1
8315,CORRIDOR,3_closed@0@6
8316,CORRIDOR,3_closed@2@1
8317,CORRIDOR,3_closed@1@2
8318,KITCHEN,3_closed@1@2
8319,LIVING,3_closed@2@1
8320,SLEEPING,3_closed@1@1
8321,CHILDREN,3_closed@1@1
8322,STORAGE,3_closed@1@1
8323,LIVING,3_closed@1@4
8324,STORAGE,3_closed@2@1
8325,WORKING,3_closed@2@1
8326,CORRIDOR,3_closed@0@4
8327,LIVING,3_closed@1@1
8328,TOILET,3_closed@1@1
8329,KITCHEN,3_closed@1@1
8330,EXTERIOR,3_closed@2@1
8331,SLEEPING,3_closed@1@3
8332,CORRIDOR,3_closed@0@4
8333,KITCHEN,3_closed@1@1
8334,TOILET,3_closed@1@1
8335,STORAGE,3_closed@2@1
8336,WORKING,3_closed@2@1
8337,LIVING,3_closed@1@1
8338,ROOM,3_closed@1@3
8339,STORAGE,3_closed@2@1
8340,WORKING,3_closed@2@1
8341,CORRIDOR,3_closed@0@4
8342,LIVING,3_closed@1@2
8343,TOILET,3_closed@1@1
8344,KITCHEN,3_closed@1@1
8345,EXTERIOR,3_closed@2@1
8346,SLEEPING,3_closed@3@1
8347,ROOM,3_closed@2@3
8348,CORRIDOR,3_closed@1@4
8349,BATH,3_closed@2@1
8350,CORRIDOR,3_closed@0@3
8351,KITCHEN,3_closed@2@2
8352,CHILDREN,3_closed@1@1
8353,STORAGE,3_closed@1@1
8354,CORRIDOR,3_closed@1@1
8355,CORRIDOR,3_closed@0@4
8356,SLEEPING,3_closed@1@3
8357,TOILET,3_closed@2@1
8358,KITCHEN,3_closed@2@1
8359,SLEEPING,3_closed@1@1
8360,CHILDREN,3_closed@1@1
8361,LIVING,3_closed@1@3
8362,CORRIDOR,3_closed@0@4
8363,KITCHEN,3_closed@1@1
8364,TOILET,3_closed@1@1
8365,STORAGE,3_closed@2@1
8366,WORKING,3_closed@2@1
8367,LIVING,3_closed@1@1
8368,TOILET,3_closed@1@1
8369,CORRIDOR,3_closed@0@6
8370,KITCHEN,3_closed@1@1
8371,LIVING,3_closed@1@3
8372,SLEEPING,3_closed@1@2
8373,CHILDREN,3_closed@1@1
8374,STORAGE,3_closed@1@1
8375,EXTERIOR,3_closed@2@1
8376,LIVING,3_closed@1@3
8377,CORRIDOR,3_closed@0@4
8378,KITCHEN,3_closed@1@1
8379,TOILET,3_closed@1@1
8380,STORAGE,3_closed@2@1
8381,WORKING,3_closed@2@1
8382,LIVING,3_closed@1@1
8383,CORRIDOR,3_closed@0@6
8384,SLEEPING,3_closed@1@2
8385,WORKING,3_closed@1@1
8386,BATH,3_closed@1@2
8387,LIVING,3_closed@1@3
8388,KITCHEN,3_closed@1@2
8389,STORAGE,3_closed@1@1
8390,EXTERIOR,3_closed@2@1
8391,TOILET,3_closed@1@1
8392,CORRIDOR,3_closed@0@6
8393,KITCHEN,3_closed@1@1
8394,LIVING,3_closed@1@3
8395,ROOM,3_closed@1@2
8396,CHILDREN,3_closed@1@1
8397,STORAGE,3_closed@1@1
8398,EXTERIOR,3_closed@2@1
8399,CORRIDOR,3_closed@1@1
8400,CORRIDOR,3_closed@0@5
8401,ROOM,3_closed@1@3
8402,TOILET,3_closed@2@1
8403,KITCHEN,3_closed@2@1
8404,SLEEPING,3_closed@1@1
8405,CHILDREN,3_closed@1@1
8406,STORAGE,3_closed@1@1
8407,CORRIDOR,3_closed@1@1
